age,job,marital,education,default,balance,housing,loan,uid
41,management,married,tertiary,no,15449,no,no,22324
26,self-employed,single,tertiary,no,1153,no,no,34273
42,technician,married,secondary,no,2,no,no,7446
39,technician,single,secondary,no,1963,yes,no,9671
25,management,single,tertiary,no,99,yes,yes,4041
79,retired,married,secondary,no,668,no,no,40413
35,services,married,tertiary,no,260,yes,no,14186
28,admin.,married,tertiary,no,174,yes,yes,31037
34,management,married,tertiary,no,651,no,no,22048
32,admin.,married,secondary,no,3473,no,no,27994
28,blue-collar,married,primary,no,286,yes,no,2391
30,blue-collar,married,secondary,no,319,no,no,42750
70,retired,married,tertiary,no,44,no,no,41609
33,student,single,unknown,no,2321,no,no,43487
67,management,married,secondary,no,3240,no,no,43758
25,technician,married,secondary,no,-276,yes,no,8779
33,blue-collar,married,secondary,no,0,yes,yes,17444
48,blue-collar,married,secondary,no,503,yes,no,37671
35,technician,single,secondary,no,433,yes,no,1487
60,retired,single,primary,no,470,no,no,10718
56,retired,married,tertiary,no,89,no,no,13901
41,blue-collar,divorced,unknown,no,19,no,yes,13309
37,entrepreneur,married,tertiary,no,7944,no,no,27085
53,management,married,tertiary,no,232,yes,no,28259
57,retired,divorced,tertiary,no,3875,no,no,26064
43,blue-collar,married,secondary,no,-19,yes,no,30532
37,services,single,secondary,no,105,no,yes,27485
35,blue-collar,married,secondary,no,5417,yes,no,34743
43,admin.,married,secondary,no,25741,yes,no,7744
40,management,married,tertiary,no,121,no,no,1304
29,services,single,secondary,no,2099,yes,yes,4054
37,admin.,married,secondary,no,1967,no,no,39664
37,self-employed,married,secondary,no,111,no,no,22936
55,retired,married,tertiary,no,8037,no,no,29452
42,unemployed,married,primary,yes,-581,yes,no,37051
46,blue-collar,married,primary,no,57,yes,no,32459
30,services,married,secondary,no,-43,yes,yes,32617
44,entrepreneur,married,tertiary,no,1631,yes,no,24185
30,technician,single,secondary,no,601,no,no,31176
27,admin.,single,secondary,no,456,no,no,37142
39,entrepreneur,married,secondary,no,0,no,no,11705
47,housemaid,married,secondary,no,2524,no,no,41750
38,management,married,tertiary,no,49,no,no,7843
34,services,married,secondary,no,-68,yes,no,1769
37,technician,married,secondary,no,3728,no,no,11894
37,admin.,single,secondary,no,597,yes,no,34716
34,blue-collar,single,primary,yes,81,no,yes,30982
35,blue-collar,married,primary,no,0,no,no,18516
23,services,married,secondary,no,1309,yes,no,8444
54,management,married,tertiary,no,214,yes,no,25118
31,management,single,tertiary,no,0,no,no,23104
35,blue-collar,single,unknown,no,217,yes,no,18095
44,services,married,secondary,no,634,yes,no,33646
29,technician,single,tertiary,no,-229,yes,no,15612
53,services,married,secondary,no,6170,no,no,20850
31,management,married,tertiary,no,0,yes,no,34301
37,blue-collar,married,secondary,no,680,yes,yes,14985
46,management,single,secondary,no,1605,no,no,18425
31,housemaid,married,primary,no,2603,yes,no,25027
39,management,married,tertiary,yes,47,no,no,27264
47,self-employed,married,tertiary,no,4543,yes,no,2981
37,blue-collar,married,primary,no,250,yes,no,33473
47,admin.,married,secondary,no,3676,no,no,45036
50,admin.,single,secondary,no,167,no,yes,17313
46,management,married,tertiary,no,0,no,no,40293
39,blue-collar,married,primary,no,0,yes,no,14157
78,retired,married,primary,no,240,no,no,33361
36,admin.,married,secondary,no,1954,yes,yes,7821
45,blue-collar,married,secondary,no,577,yes,no,37425
37,technician,married,secondary,no,101,no,no,15137
55,services,married,secondary,no,3546,yes,yes,25127
45,services,married,secondary,no,770,yes,no,35668
53,entrepreneur,married,secondary,no,-118,yes,no,1631
42,technician,married,tertiary,no,-805,no,no,19907
59,admin.,married,secondary,no,6264,no,no,22591
57,retired,married,tertiary,no,31,no,no,21560
31,technician,divorced,secondary,no,26,yes,no,1629
43,self-employed,married,secondary,no,5317,no,no,18369
51,services,married,secondary,no,-178,yes,yes,7187
40,housemaid,married,secondary,no,1050,no,no,20448
32,self-employed,single,tertiary,no,46,yes,no,43924
37,management,single,tertiary,no,-119,yes,no,10222
48,blue-collar,married,secondary,no,558,yes,no,30178
42,management,divorced,tertiary,no,401,yes,no,16768
28,admin.,married,tertiary,no,167,yes,yes,43057
53,technician,divorced,secondary,no,320,no,no,13505
49,unknown,married,primary,no,142,no,no,10283
48,blue-collar,married,secondary,no,1903,no,no,23978
64,retired,married,tertiary,no,2139,no,no,42641
45,services,divorced,primary,no,3854,yes,no,11983
95,retired,divorced,primary,no,2282,no,no,33700
44,services,married,secondary,no,1357,yes,yes,172
34,admin.,single,secondary,no,1,yes,no,16110
27,technician,married,secondary,no,31,no,no,37003
54,blue-collar,divorced,secondary,no,0,yes,yes,7428
43,services,married,tertiary,no,519,yes,no,39353
55,unemployed,married,secondary,yes,1108,yes,yes,8319
28,management,single,secondary,no,471,yes,yes,4288
29,technician,single,secondary,yes,-368,yes,no,34536
28,blue-collar,divorced,primary,no,410,yes,no,7573
33,housemaid,married,tertiary,no,98,yes,yes,883
49,blue-collar,married,secondary,no,0,no,no,23956
38,technician,single,tertiary,no,1674,no,no,24792
34,blue-collar,married,secondary,no,2139,yes,no,38192
77,retired,married,secondary,no,2123,no,no,42882
33,management,single,tertiary,no,5945,yes,no,25694
35,unemployed,married,secondary,no,978,no,no,42580
35,admin.,married,tertiary,no,221,yes,yes,42858
43,management,married,tertiary,no,13851,yes,no,27304
37,blue-collar,divorced,secondary,no,368,yes,no,2517
53,technician,married,secondary,no,6671,yes,yes,18097
51,housemaid,married,primary,no,1138,no,no,19732
26,management,single,tertiary,no,828,yes,no,41123
41,management,divorced,tertiary,no,1757,no,no,23158
32,technician,married,secondary,no,0,yes,yes,13890
43,blue-collar,married,secondary,no,173,no,yes,13463
43,technician,married,secondary,no,297,yes,no,45010
26,admin.,single,secondary,no,712,yes,no,510
33,management,married,tertiary,no,377,yes,no,30516
53,services,married,secondary,no,2925,yes,no,3540
59,blue-collar,married,primary,no,63,no,no,22630
31,blue-collar,married,secondary,no,212,yes,yes,15103
28,management,single,tertiary,no,266,no,no,42943
33,unemployed,divorced,secondary,no,1005,yes,no,24152
59,admin.,married,primary,no,2532,yes,no,7886
28,technician,married,secondary,no,2919,yes,no,14349
52,admin.,divorced,secondary,no,361,no,yes,26758
35,housemaid,divorced,primary,no,1465,no,no,11722
40,entrepreneur,married,secondary,no,285,no,no,27330
30,blue-collar,single,secondary,no,574,no,no,30195
44,blue-collar,married,primary,no,622,yes,no,43084
29,technician,single,secondary,no,674,no,no,34052
35,technician,single,tertiary,no,226,yes,yes,708
47,services,married,secondary,no,600,yes,yes,36486
36,management,married,primary,no,3953,yes,no,25879
30,services,single,secondary,no,419,yes,no,36765
36,unemployed,single,secondary,no,115,no,no,30955
68,retired,married,secondary,no,1146,no,no,43198
54,technician,married,secondary,no,965,no,no,23001
46,technician,divorced,tertiary,no,532,no,no,22340
48,technician,single,tertiary,no,0,no,no,10537
29,blue-collar,married,unknown,no,486,yes,no,35060
39,admin.,single,secondary,no,35,no,no,10142
36,technician,single,secondary,yes,12,no,no,20592
59,retired,married,secondary,no,1341,no,no,41310
46,blue-collar,married,primary,no,7934,yes,no,4066
36,blue-collar,married,secondary,no,2095,yes,no,35406
34,services,married,unknown,no,0,yes,no,18629
37,blue-collar,divorced,secondary,no,178,yes,no,2341
32,technician,single,tertiary,no,785,yes,no,27697
39,entrepreneur,single,tertiary,no,1837,no,no,28433
30,management,single,secondary,no,269,no,yes,12891
80,retired,married,unknown,no,355,no,no,40760
52,services,married,secondary,no,0,no,no,22218
57,self-employed,married,tertiary,yes,-3313,yes,yes,1897
41,blue-collar,divorced,secondary,no,3,yes,no,18550
42,admin.,married,secondary,no,-150,no,yes,13148
24,admin.,single,secondary,no,99,no,no,29948
35,entrepreneur,married,tertiary,no,753,no,no,19603
34,blue-collar,divorced,primary,no,0,yes,no,38533
34,management,married,tertiary,no,0,yes,no,24794
41,blue-collar,divorced,primary,no,548,yes,yes,29904
44,technician,single,secondary,no,29,yes,no,2
43,technician,married,secondary,no,246,no,no,22711
44,technician,married,unknown,no,1127,yes,no,11489
49,blue-collar,married,secondary,no,1039,yes,no,37937
56,management,married,tertiary,no,247,no,no,18000
23,student,single,tertiary,no,82,no,no,34327
25,blue-collar,single,secondary,no,-191,yes,no,11632
33,housemaid,married,secondary,no,826,yes,no,36159
45,admin.,divorced,secondary,no,-176,no,yes,12825
58,management,married,tertiary,no,473,no,no,43059
53,blue-collar,married,primary,no,1294,no,no,45136
54,technician,married,secondary,no,472,yes,yes,24406
53,services,married,secondary,no,2719,yes,no,7811
39,admin.,married,secondary,no,2319,no,no,27368
29,management,married,tertiary,no,4050,yes,no,6707
43,technician,married,secondary,no,994,yes,yes,34441
55,self-employed,married,secondary,no,203,yes,no,37586
37,blue-collar,married,secondary,no,3173,yes,no,37276
54,admin.,divorced,secondary,no,200,no,no,39998
38,management,married,tertiary,no,2978,no,yes,11689
31,technician,single,secondary,no,138,no,no,39555
41,services,married,secondary,no,510,yes,no,1927
29,technician,married,unknown,no,627,yes,no,14383
42,technician,divorced,secondary,no,2974,yes,no,4991
25,services,single,secondary,yes,57,yes,yes,2720
31,management,married,tertiary,no,6290,no,no,26799
29,entrepreneur,married,secondary,no,0,yes,no,11615
29,management,single,tertiary,no,187,yes,no,42777
38,management,married,tertiary,no,-558,yes,no,15656
56,services,divorced,primary,no,23,no,no,39634
54,management,married,tertiary,no,14107,no,no,24357
47,technician,divorced,secondary,no,1013,no,no,40244
51,technician,divorced,tertiary,no,4143,no,no,25655
33,services,single,secondary,no,1038,no,yes,12558
29,housemaid,single,tertiary,no,453,no,no,41032
37,blue-collar,married,secondary,no,139,yes,no,39184
37,services,divorced,secondary,no,2152,yes,no,24893
62,management,married,tertiary,no,0,no,no,43462
33,blue-collar,married,secondary,no,0,yes,no,27985
35,technician,divorced,tertiary,no,1242,yes,no,28374
26,technician,single,tertiary,no,1118,yes,no,8915
60,retired,married,primary,no,97,no,no,21195
55,technician,divorced,tertiary,no,1402,no,no,21779
51,management,divorced,tertiary,no,0,yes,no,17371
34,management,married,tertiary,no,1036,yes,no,31205
42,blue-collar,single,secondary,no,1306,yes,no,3262
36,services,married,primary,no,413,yes,no,37189
35,admin.,single,secondary,no,6554,no,no,17750
32,technician,married,tertiary,no,2976,yes,no,42928
44,services,single,secondary,no,1378,yes,no,1455
33,management,married,tertiary,no,55,no,no,34008
34,management,married,secondary,no,15,no,no,22815
45,services,married,primary,no,323,no,no,19154
40,services,single,secondary,no,464,yes,yes,4237
37,management,married,secondary,no,209,no,no,45022
59,blue-collar,divorced,primary,no,457,yes,no,4115
39,management,married,tertiary,no,184,no,no,41822
39,technician,married,tertiary,no,1293,no,no,40037
45,blue-collar,married,secondary,no,162,no,no,19779
34,management,married,tertiary,no,630,no,no,23468
55,blue-collar,married,primary,no,1101,no,no,11122
23,admin.,single,tertiary,no,897,yes,no,42932
37,management,married,secondary,no,5447,yes,yes,24271
38,services,married,tertiary,no,-121,yes,no,5002
48,management,married,secondary,no,4415,yes,no,31785
49,blue-collar,married,primary,no,737,no,no,20797
23,housemaid,single,secondary,no,650,yes,no,37845
33,services,married,secondary,no,248,yes,no,8906
58,technician,single,secondary,no,382,no,no,20783
39,blue-collar,married,secondary,no,8,no,yes,25332
33,technician,single,secondary,no,161,no,no,22682
33,self-employed,single,tertiary,no,2155,no,no,24587
48,services,divorced,secondary,no,403,yes,no,2966
43,blue-collar,married,secondary,yes,-504,yes,no,6884
45,management,married,tertiary,no,523,yes,no,110
31,admin.,single,secondary,no,130,yes,yes,2180
55,management,married,primary,no,1691,yes,no,37379
31,management,divorced,tertiary,no,0,yes,no,818
36,unemployed,married,secondary,no,356,no,no,13199
45,entrepreneur,married,secondary,no,4688,no,no,13003
36,management,single,tertiary,no,5340,yes,no,19501
45,retired,single,secondary,yes,86,no,no,27596
32,management,single,secondary,no,416,yes,no,37283
33,blue-collar,married,secondary,no,625,yes,no,6965
59,technician,married,secondary,no,925,yes,no,13931
29,management,married,secondary,no,-559,yes,yes,4995
47,retired,married,primary,no,1464,no,no,10045
55,services,single,secondary,no,1126,yes,no,37859
35,management,single,tertiary,no,1045,yes,no,33001
31,management,divorced,tertiary,no,297,no,no,20629
39,admin.,divorced,secondary,no,1089,yes,no,37779
56,unemployed,married,secondary,no,1350,no,no,39908
39,blue-collar,married,primary,no,879,yes,no,5966
55,retired,married,secondary,no,0,no,no,18920
48,blue-collar,married,primary,yes,-50,yes,no,38075
29,admin.,single,tertiary,no,4737,yes,no,8702
38,blue-collar,married,secondary,no,526,yes,no,4726
46,blue-collar,married,secondary,no,1685,yes,no,23903
53,services,married,secondary,no,367,yes,yes,2396
31,management,married,tertiary,no,3160,yes,no,43541
47,technician,divorced,secondary,no,266,no,no,21724
33,technician,married,tertiary,no,67,yes,no,32437
57,entrepreneur,married,tertiary,no,958,no,no,9540
23,technician,single,unknown,no,710,yes,no,4345
36,blue-collar,single,primary,no,1313,yes,no,11893
31,management,single,tertiary,no,6413,no,no,20865
33,technician,single,secondary,no,1746,yes,no,5808
53,management,divorced,tertiary,no,2245,no,no,31392
35,technician,single,secondary,no,7530,no,no,24908
48,services,married,secondary,no,473,no,yes,19356
52,technician,divorced,secondary,no,106,no,no,20580
31,management,married,tertiary,no,898,no,no,24399
31,blue-collar,married,primary,no,845,no,no,29576
37,blue-collar,married,primary,no,345,yes,no,28184
53,blue-collar,married,secondary,no,913,yes,no,16268
44,services,divorced,tertiary,no,2279,no,yes,25788
54,admin.,married,secondary,no,0,no,no,41945
30,management,married,secondary,no,850,no,no,20510
44,technician,married,secondary,no,0,yes,no,16604
35,technician,divorced,secondary,no,44,yes,yes,35206
25,admin.,single,secondary,no,2816,no,no,34126
44,management,married,tertiary,no,1791,no,no,44548
31,blue-collar,single,secondary,no,982,yes,no,37606
39,admin.,married,secondary,no,104,yes,no,654
49,admin.,married,secondary,no,428,yes,no,251
22,blue-collar,single,secondary,no,0,yes,no,5312
34,technician,married,secondary,no,6107,no,no,27055
41,unemployed,single,tertiary,no,7968,no,no,44665
27,admin.,single,secondary,no,0,yes,no,6176
44,management,married,tertiary,no,0,yes,no,36250
38,housemaid,divorced,secondary,no,216,no,no,12856
40,self-employed,married,secondary,no,311,yes,no,34840
60,blue-collar,married,primary,no,686,yes,no,10816
42,self-employed,married,secondary,no,634,yes,no,13456
35,services,divorced,secondary,no,-225,no,no,16341
33,services,married,secondary,no,1078,yes,no,37007
38,blue-collar,married,secondary,no,13849,yes,no,31861
49,management,married,secondary,no,601,no,no,22058
37,admin.,married,secondary,no,10,no,yes,12879
49,housemaid,married,tertiary,no,443,no,no,20033
36,management,single,tertiary,no,538,no,no,43969
31,technician,married,secondary,no,3322,yes,no,21056
41,blue-collar,married,primary,no,246,no,no,11620
44,blue-collar,married,secondary,no,582,no,yes,77
34,entrepreneur,married,tertiary,no,105,yes,no,6922
57,retired,single,secondary,no,-609,no,yes,15826
47,entrepreneur,divorced,secondary,no,2,yes,yes,17812
42,technician,single,tertiary,no,2625,no,no,17643
35,management,single,tertiary,no,0,no,no,23098
31,management,single,tertiary,no,130,no,no,19401
53,services,married,secondary,no,24,yes,no,16612
49,blue-collar,married,primary,no,518,yes,no,10331
58,unknown,married,unknown,no,1547,no,no,19063
39,technician,single,tertiary,no,4660,no,no,7679
25,management,single,tertiary,no,436,no,no,34103
28,services,single,tertiary,no,128,no,no,43812
38,management,married,tertiary,no,0,no,yes,18469
30,management,married,tertiary,no,49,yes,yes,12475
53,admin.,married,secondary,no,1203,no,no,26905
40,management,married,tertiary,no,11,yes,no,25187
